// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
51;245;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_DEFAULT;
0;0;0;0;0;0;0;4512;268441806;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M1;
0;0;0;0;0;0;0;4512;276826318;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_REAR_M1;
0;0;0;0;0;0;0;4512;9537728;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_RILE_M1;
0;0;0;0;0;0;0;4512;104654;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_UPDO_M1;
0;0;0;0;0;0;0;4512;39114;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_FRONT_M1;
0;0;0;0;0;0;0;4512;276830410;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_REAR_M1;
0;0;0;0;0;0;0;4512;11638976;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_RILE_M1;
0;0;0;0;0;0;0;4512;39114;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_UPDO_M1;
0;0;0;0;0;0;0;4512;-2147483648;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_K_BIG_ALL;
0;0;0;0;0;0;0;4512;335939658;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_FRONT_M1;
0;0;0;0;0;0;0;4512;276957258;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_REAR_M1;
0;0;0;0;0;0;0;4512;76941384;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_RILE_M1;
0;0;0;0;0;0;0;4512;67504202;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_UPDO_M1;
0;0;0;0;0;0;0;4512;268445774;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_FRONT_M1;
0;0;0;0;0;0;0;4512;270542926;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_REAR_M1;
0;0;0;0;0;0;0;4512;7645256;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_RILE_M1;
0;0;0;0;0;0;0;4512;32974;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_UPDO_M1;
0;0;0;0;0;0;0;4512;268613706;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_FRONT_M1;
0;0;0;0;0;0;0;4512;269662274;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_REAR_M1;
0;0;0;0;0;0;0;4512;14137408;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_RILE_M1;
0;0;0;0;0;0;0;4512;178250;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_UPDO_M1;
0;0;0;0;0;0;0;4512;100796490;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_FRONT_M1;
0;0;0;0;0;0;0;4512;103942219;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_REAR_M1;
0;0;0;0;0;0;0;4512;104024138;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_RILE_M1;
0;0;0;0;0;0;0;4512;100821066;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_UPDO_M1;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M6;
0;0;0;0;0;0;0;4512;79;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_REAR_M6;
0;0;0;0;0;0;0;4512;79;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_RILE_M6;
0;0;0;0;0;0;0;4512;79;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_FRONT_M6;
0;0;0;0;0;0;0;4512;203;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_REAR_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_RILE_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_FRONT_M6;
0;0;0;0;0;0;0;4512;75;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_REAR_M6;
0;0;0;0;0;0;0;4512;67119178;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_RILE_M6;
0;0;0;0;0;0;0;4512;75;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_FRONT_M6;
0;0;0;0;0;0;0;4512;79;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_REAR_M6;
