// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
47;11;
180;161;0;0;0;0;80041;6;24;61;14;4;24;-100;1034;0;SS_WARE_METAL;
180;162;0;0;0;1;2033;18;96;54;8;4;96;-100;0;0;SS_WARE_SILICON;
180;164;0;0;0;2;5323;4;3072;50;30;4;3072;-100;1032;0;SS_WARE_NIVIDIUM2;
180;161;0;0;0;0;15253;8;24;61;14;4;24;-100;1126;0;SS_WARE_ICE;
180;162;0;0;0;1;80021;10;131;54;8;4;131;-100;0;0;SS_WARE_PLASTICS;
180;161;0;0;0;0;2023;8;20;61;14;4;20;-100;1034;0;SS_WARE_ORE;
180;162;0;0;0;1;80031;12;123;54;8;4;123;-100;0;0;SS_WARE_POLYMERS;
180;162;0;0;0;1;80061;20;162;54;8;4;162;1000;0;0;SS_WARE_MARBLE;
180;162;0;0;0;1;80051;26;1008;54;8;4;1008;1000;0;0;SS_WARE_DIAMONDS;
180;162;0;0;0;1;80071;20;90;54;8;4;90;-100;0;0;SS_WARE_SILICONORE;
180;164;0;0;0;2;80091;4;3072;50;30;4;3072;-100;1032;0;SS_WARE_PMETALS;
